demo_apn,demo_address,neighbor_handle,distance_ft,SITEADDR,ZIP,NUMBLDGS,NUMUNITS,LANDUSE1,VACANTLAND,ASMTIMPROV,LANDUSE_DESC,exclusion_reason,review_flag,near_demo_sites
36039020000,4236 Sacramento Avenue,14441100060,417.7,4280-8 NATURAL BRIDGE AV,63115,0,0,6994,N,0,"CIVIC, SOCIAL AND FRATERNAL ORGANIZATIONS",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4236 Sacramento Avenue
36039020000,4236 Sacramento Avenue,14441100050,496.8,4290 NATURAL BRIDGE AV,63115,0,0,5000,N,0,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4236 Sacramento Avenue
37709390000,1219 Bayard Avenue,13770000430,82.5,1209-11 BAYARD AV,63113,0,0,1120,N,0,TWO FAMILY UNIT,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),1151 Walton Avenue; 1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13770000480,215.0,1159 BAYARD AV,63113,0,0,6800,Y,400,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 400 (> 0),1151 Walton Avenue; 1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13770000490,240.0,1157 BAYARD AV,63113,0,0,6800,Y,500,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 500 (> 0),1151 Walton Avenue; 1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13770000010,266.0,1130-46 N EUCLID AV,63113,0,0,6800,N,506300,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 506300 (> 0),1151 Walton Avenue; 1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13770000500,289.2,1149 BAYARD AV,63113,0,0,6800,Y,4700,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 4700 (> 0),1151 Walton Avenue; 1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13770000290,338.7,4844-8 PAGE BLVD,63113,0,0,5000,N,500,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 500 (> 0),1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13769000430,408.6,1145 N EUCLID AV,63113,0,0,5000,Y,500,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 500 (> 0),1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13771000270,422.5,4806-8 PAGE BLVD,63113,0,0,6231,Y,500,BEAUTY SHOPS,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 500 (> 0),1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13769000440,431.5,1141 N EUCLID AV,63113,0,0,6800,Y,500,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 500 (> 0),1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13769000450,455.3,1131 N EUCLID AV,63113,0,0,6800,N,51800,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 51800 (> 0),1219 Bayard Avenue
37709390000,1219 Bayard Avenue,13771000275,457.0,4800 PAGE BLVD,63113,0,0,5000,N,200,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 200 (> 0),1219 Bayard Avenue
56389490000,1803 Cora Avenue,14476000035,421.0,1527 DICK GREGORY PL,63113,0,0,5000,N,12100,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 12100 (> 0),1803 Cora Avenue
56389490000,1803 Cora Avenue,13723008021,437.2,4594 ALDINE AV,63113,0,0,1114,N,10070,CONDOMINIUM - 6 UNITS OR LESS PER BLDG,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 10070 (> 0),1803 Cora Avenue
56389490000,1803 Cora Avenue,15638000020,480.6,1514 DICK GREGORY PL,63113,0,0,5000,N,0,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),1803 Cora Avenue
37039060000,4438 N Market Street,13702000360,342.2,4443 COTE BRILLIANTE AV,63113,0,0,1120,Y,870,TWO FAMILY UNIT,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 870 (> 0),4438 N Market Street
37039060000,4438 N Market Street,13696000410,436.1,4369-71 GARFIELD AV,63113,0,0,6800,N,0,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4438 N Market Street
37039060000,4438 N Market Street,13695000370,438.9,4367 NORTH MARKET ST,63113,0,0,6911,N,0,"CHURCHES, SYNAGOGUES AND TEMPLES",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4438 N Market Street
37039060000,4438 N Market Street,13695000010,477.5,4366-8 ST FERDINAND AV,63113,0,0,9151,N,0,VACANT AND OPEN - COMMERCIAL,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4438 N Market Street
37039060000,4438 N Market Street,13696000400,491.1,4365 GARFIELD AV,63113,0,0,6911,N,0,"CHURCHES, SYNAGOGUES AND TEMPLES",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4438 N Market Street
48479110000,5207 Kensington Avenue,14847000020,79.9,5210-2 CATES AV,63108,0,0,6800,Y,200,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 200 (> 0),5206 Kensington Avenue; 5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14847000010,96.1,5214-40 CATES AV,63108,0,0,6800,N,516600,EDUCATIONAL SERVICES,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 516600 (> 0),5206 Kensington Avenue; 5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14842000580,112.1,916-22 CLARENDON AV,63108,0,0,5000,N,0,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),5206 Kensington Avenue; 5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14847000030,150.0,5208 CATES AV,63108,0,0,4000,Y,1600,"TRANSPORTATION, COMMUNICATION, AND UTILITIES",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 1600 (> 0),5206 Kensington Avenue; 5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14848000020,329.8,5217 CATES AV,63108,0,0,4000,Y,1900,"TRANSPORTATION, COMMUNICATION, AND UTILITIES",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 1900 (> 0),5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14846000030,333.7,5240 KENSINGTON AV,63108,0,0,6911,N,2800,"CHURCHES, SYNAGOGUES AND TEMPLES",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 2800 (> 0),5206 Kensington Avenue; 5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14848000150,370.6,5227 CATES AV,63108,0,0,5000,Y,600,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 600 (> 0),5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14846000020,407.8,5250 KENSINGTON AV,63108,0,0,6911,N,1800,"CHURCHES, SYNAGOGUES AND TEMPLES",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 1800 (> 0),5206 Kensington Avenue; 5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14846000010,457.4,826 UNION BLVD,63108,0,0,5000,N,214800,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant); ASMTIMPROV recorded at 214800 (> 0),5206 Kensington Avenue; 5207 Kensington Avenue
37169640000,4577 Cottage Avenue,13716000200,424.8,4530 KENNERLY AV,63113,0,0,1120,Y,190,TWO FAMILY UNIT,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 190 (> 0),4547 Maffitt Avenue; 4565 Saint Ferdinand Avenue; 4577 Cottage Avenue
37169640000,4577 Cottage Avenue,14470000200,433.2,4625 COTTAGE AV,63113,0,0,5000,N,0,TRADE,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4577 Cottage Avenue; 4615 Saint Ferdinand Avenue
37169640000,4577 Cottage Avenue,13715000360,488.3,4529 KENNERLY AV,63113,0,0,1110,Y,100,SINGLE FAMILY UNITS,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 100 (> 0),4547 Maffitt Avenue; 4577 Cottage Avenue
37179680000,4615 Saint Ferdinand Avenue,14470000310,439.6,4659 COTTAGE AV,63113,0,0,1110,Y,2850,SINGLE FAMILY UNITS,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: ASMTIMPROV recorded at 2850 (> 0),4615 Saint Ferdinand Avenue
37179680000,4615 Saint Ferdinand Avenue,13718000570,490.8,4563 NORTH MARKET ST,63113,0,0,1010,N,0,VACANT RESIDENTIAL LOT,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: VACANTLAND marked 'N' (not vacant),4565 Saint Ferdinand Avenue; 4615 Saint Ferdinand Avenue
