demo_apn,demo_address,neighbor_handle,distance_ft,SITEADDR,ZIP,NUMBLDGS,NUMUNITS,LANDUSE1,VACANTLAND,ASMTIMPROV,LANDUSE_DESC,exclusion_reason,review_flag,near_demo_sites
37859050000,1336 N Euclid Avenue,13778000215,479.7,4804-8 DR MARTIN LUTHER KING DR,63113,0,0,5000,N,100,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,1336 N Euclid Avenue
44489165000,4519 Lexington Avenue,14448050090,204.2,4540 NATURAL BRIDGE AV,63115,0,0,1110,Y,3010,Single-family residence,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,4519 Lexington Avenue; 4541 Ashland Avenue
44489165000,4519 Lexington Avenue,14448050010,414.7,4562 NATURAL BRIDGE AV,63115,0,0,5000,N,300,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,4519 Lexington Avenue
44729270000,4649 N Market Street,14472000300,100.6,2400 MARCUS AV,63113,0,0,5000,N,1980,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,1825 Cora Avenue; 4649 N Market Street
48399110000,5052 Cates Avenue,14839000300,0.0,915 N KINGSHIGHWAY BLVD,63108,0,0,4000,Y,4200,Code 4000 (not in dictionary),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5052 Cates Avenue
48399110000,5052 Cates Avenue,14839000580,300.0,924-6 ACADEMY AV,63108,0,0,5330,N,0,Code 5330 (not in dictionary),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5052 Cates Avenue
48399110000,5052 Cates Avenue,14838000010,350.8,5078 KENSINGTON AV,63108,0,0,6800,N,55500,School / educational,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5052 Cates Avenue
48399110000,5052 Cates Avenue,14840000241,455.4,5000-10 CABANNE AV,63113,0,0,6911,N,44300,Church / religious,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5052 Cates Avenue
48399110000,5052 Cates Avenue,14838000240,498.3,5010 KENSINGTON AV,63108,0,0,5000,Y,2200,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5052 Cates Avenue
48469130000,5206 Kensington Avenue,14842000580,235.4,916-22 CLARENDON AV,63108,0,0,5000,N,0,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue; 5207 Kensington Avenue
48469130000,5206 Kensington Avenue,14847000020,264.6,5210-2 CATES AV,63108,0,0,6800,Y,200,School / educational,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue; 5207 Kensington Avenue
48469130000,5206 Kensington Avenue,14847000010,266.3,5214-40 CATES AV,63108,0,0,6800,N,516600,School / educational,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue; 5207 Kensington Avenue
48469130000,5206 Kensington Avenue,14846000030,304.5,5240 KENSINGTON AV,63108,0,0,6911,N,2800,Church / religious,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue; 5207 Kensington Avenue
48469130000,5206 Kensington Avenue,14845000040,312.3,5230 ENRIGHT AV,63108,0,0,5000,N,0,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48469130000,5206 Kensington Avenue,14845000030,332.3,5234-6 ENRIGHT AV,63108,0,0,6700,Y,1000,Code 6700 (not in dictionary),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48469130000,5206 Kensington Avenue,14847000030,333.3,5208 CATES AV,63108,0,0,4000,Y,1600,Code 4000 (not in dictionary),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue; 5207 Kensington Avenue
48469130000,5206 Kensington Avenue,14845000020,368.5,5238-40 ENRIGHT AV,63108,0,0,6300,N,1100,Code 6300 (not in dictionary),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48469130000,5206 Kensington Avenue,14846000020,379.5,5250 KENSINGTON AV,63108,0,0,6911,N,1800,Church / religious,NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue; 5207 Kensington Avenue
48469130000,5206 Kensington Avenue,14845000230,396.5,5224R ENRIGHT AV,63108,0,0,5000,N,900,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48469130000,5206 Kensington Avenue,14846000010,429.5,826 UNION BLVD,63108,0,0,5000,N,214800,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue; 5207 Kensington Avenue
48469130000,5206 Kensington Avenue,14846000380,429.6,5255 ENRIGHT AV,63108,0,0,5000,Y,1000,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48469130000,5206 Kensington Avenue,14845000220,446.8,5234R ENRIGHT AV,63108,0,0,5000,N,300,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48469130000,5206 Kensington Avenue,14844000510,448.8,5189 DELMAR BLVD,63108,0,0,5000,N,0,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48469130000,5206 Kensington Avenue,14844000500,487.5,5169-79 DELMAR BLVD,63108,0,0,5000,N,10900,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5206 Kensington Avenue
48479110000,5207 Kensington Avenue,14848000020,329.8,5217 CATES AV,63108,0,0,4000,Y,1900,Code 4000 (not in dictionary),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5207 Kensington Avenue
48479110000,5207 Kensington Avenue,14848000150,370.6,5227 CATES AV,63108,0,0,5000,Y,600,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,5207 Kensington Avenue
48999058000,4016 Carter Avenue,13396000210,288.8,3950 CARTER AV,63107,0,0,5000,N,0,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,4016 Carter Avenue
48999058000,4016 Carter Avenue,13396000200,288.9,3948 CARTER AV,63107,0,0,5000,Y,100,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,4016 Carter Avenue
48999058000,4016 Carter Avenue,13397000390,382.0,4303 COLLEGE AV,63107,0,0,1120,Y,1380,Two-family (duplex/flat),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,4016 Carter Avenue
56389420000,1825 Cora Avenue,13720000580,330.6,4589 COTE BRILLIANTE AV,63113,0,0,1120,Y,2000,Two-family (duplex/flat),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,1803 Cora Avenue; 1825 Cora Avenue
56389420000,1825 Cora Avenue,13721000050,492.2,4578-80 COTE BRILLIANTE AV,63113,0,0,1120,Y,1860,Two-family (duplex/flat),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,1803 Cora Avenue; 1825 Cora Avenue
56389490000,1803 Cora Avenue,14476000035,421.0,1527 DICK GREGORY PL,63113,0,0,5000,N,12100,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,1803 Cora Avenue
56389490000,1803 Cora Avenue,13723008021,437.2,4594 ALDINE AV,63113,0,0,1114,N,10070,Code 1114 (not in dictionary),NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,1803 Cora Avenue
56389490000,1803 Cora Avenue,15638000020,480.6,1514 DICK GREGORY PL,63113,0,0,5000,N,0,"Commercial/retail, general",NUMBLDGS = 0 (assessor records no buildings on this parcel),CHECK: not flagged vacant and/or improvement value > 0,1803 Cora Avenue
