neighbor_handle,SITEADDR,ZIP,NUMBLDGS,NUMUNITS,LANDUSE1,VACANTLAND,ASMTIMPROV,LANDUSE_DESC,suggested_hangers,near_demo_sites,notifications_needed
14463000360,4441 ELMBANK AV,63115,1,2,1120,N,2430,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14463000370,4445-7 ELMBANK AV,63115,1,4,1140,N,2960,Four-family / small multi-family,4,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000090,4446 ELMBANK AV,63115,1,1,1110,N,1640,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000080,4448 ELMBANK AV,63115,1,2,1120,N,2660,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000070,4452 ELMBANK AV,63115,1,1,1110,N,290,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14463000390,4453-5 ELMBANK AV,63115,1,2,1120,N,2010,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000060,4454-6 ELMBANK AV,63115,1,2,1120,N,710,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14463000400,4457-9 ELMBANK AV,63115,1,4,1140,N,2940,Four-family / small multi-family,4,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000050,4458 ELMBANK AV,63115,1,1,1110,N,290,Single-family residence,1,4461 Elmbank Avenue,1
13618000040,4460 ELMBANK AV,63115,1,1,1110,N,290,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14463000410,4461 ELMBANK AV,63115,1,2,1110,N,1050,Single-family residence,2,4458 Elmbank Avenue,1
14463000420,4463 ELMBANK AV,63115,1,2,1120,N,740,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14463000430,4465 ELMBANK AV,63115,1,1,1110,N,2590,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000020,4466 ELMBANK AV,63115,1,1,1110,N,2450,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14463000440,4467 ELMBANK AV,63115,1,2,1120,N,2070,Two-family (duplex/flat),2,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
13618000010,4470 ELMBANK AV,63115,1,4,1140,N,1730,Four-family / small multi-family,4,4458 Elmbank Avenue; 4461 Elmbank Avenue,2
14463000450,4471-3 ELMBANK AV,63115,1,4,1140,N,1160,Four-family / small multi-family,4,4458 Elmbank Avenue; 4461 Elmbank Avenue; 4528 Ashland Avenue,3
14462050380,4515 ELMBANK AV,63115,1,1,1110,N,1240,Single-family residence,1,4458 Elmbank Avenue; 4461 Elmbank Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,4
14462050390,4517 ELMBANK AV,63115,1,1,1110,N,2630,Single-family residence,1,4461 Elmbank Avenue; 4528 Ashland Avenue; 4541 Ashland Avenue,3
14462050400,4519 ELMBANK AV,63115,1,1,1110,N,1550,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060190,4520 ELMBANK AV,63115,1,1,1110,N,2980,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue,3
14462050410,4521 ELMBANK AV,63115,1,2,1120,N,3030,Two-family (duplex/flat),2,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060180,4524 ELMBANK AV,63115,1,1,1110,N,2570,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue,3
14462050420,4525 ELMBANK AV,63115,1,2,1120,N,1250,Two-family (duplex/flat),2,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462050430,4527-9 ELMBANK AV,63115,1,4,1140,N,4740,Four-family / small multi-family,4,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060170,4528 ELMBANK AV,63115,1,1,1110,N,3310,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue,3
14462050440,4531-3 ELMBANK AV,63115,1,4,1140,N,2930,Four-family / small multi-family,4,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060160,4532 ELMBANK AV,63115,1,1,1110,N,2880,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue,3
14462050450,4535-7 ELMBANK AV,63115,1,4,1140,N,2790,Four-family / small multi-family,4,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060150,4538 ELMBANK AV,63115,1,1,1110,N,1820,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue,3
14462060140,4540 ELMBANK AV,63115,1,1,1110,N,3460,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462060120,4544 ELMBANK AV,63115,1,1,1110,N,4340,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462050460,4545 ELMBANK AV,63115,1,1,1110,N,4790,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060110,4548 ELMBANK AV,63115,1,1,1110,N,4750,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462050472,4549 ELMBANK AV,63115,1,1,1110,N,3770,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060100,4552 ELMBANK AV,63115,1,1,1110,N,4770,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462060090,4556 ELMBANK AV,63115,1,1,1110,N,4170,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462050485,4557 ELMBANK AV,63115,1,1,1110,N,3860,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060080,4560 ELMBANK AV,63115,1,1,1110,N,4540,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462050500,4561 ELMBANK AV,63115,1,1,1110,N,1950,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060070,4600 ELMBANK AV,63115,1,2,1120,N,3750,Two-family (duplex/flat),2,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462050510,4601 ELMBANK AV,63115,1,1,1110,N,4280,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462050520,4605 ELMBANK AV,63115,1,2,1120,N,3490,Two-family (duplex/flat),2,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462050530,4607-9 ELMBANK AV,63115,1,4,1140,N,3600,Four-family / small multi-family,4,4528 Ashland Avenue; 4541 Ashland Avenue,2
14462060060,4608 ELMBANK AV,63115,1,1,1110,N,3000,Single-family residence,1,4528 Ashland Avenue; 4541 Ashland Avenue; 4549 Labadie Avenue; 4615 Labadie Avenue,4
14462060050,4614 ELMBANK AV,63115,1,1,1110,N,2490,Single-family residence,1,4549 Labadie Avenue; 4615 Labadie Avenue,2
14462050550,4615 ELMBANK AV,63115,1,2,1120,N,1930,Two-family (duplex/flat),2,4541 Ashland Avenue,1
14462060040,4618 ELMBANK AV,63115,1,1,1110,N,2670,Single-family residence,1,4615 Labadie Avenue,1
14462050560,4619 ELMBANK AV,63115,1,1,1110,N,3280,Single-family residence,1,4541 Ashland Avenue,1
14462050570,4621 ELMBANK AV,63115,1,1,1110,N,3070,Single-family residence,1,4541 Ashland Avenue,1
14462060030,4624 ELMBANK AV,63115,1,1,1110,N,2170,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
14462060020,4628 ELMBANK AV,63115,1,1,1110,N,3410,Single-family residence,1,4615 Labadie Avenue; 4651 Labadie Avenue,2
14838000410,5057-9 ENRIGHT AV,63108,1,2,1120,N,2660,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000430,5065 ENRIGHT AV,63108,1,2,1120,N,5110,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000440,5067-9 ENRIGHT AV,63108,1,2,1120,N,2020,Two-family (duplex/flat),2,5052 Cates Avenue,1
14838000450,5071-3 ENRIGHT AV,63108,1,2,1120,N,4100,Two-family (duplex/flat),2,5052 Cates Avenue,1
14843000510,5159 ENRIGHT AV,63108,1,1,1110,N,1040,Single-family residence,1,5206 Kensington Avenue,1
14843000520,5163 ENRIGHT AV,63108,1,1,1110,N,15780,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14844000100,5166 ENRIGHT AV,63108,1,1,1110,N,10100,Single-family residence,1,5206 Kensington Avenue,1
14843000530,5167 ENRIGHT AV,63108,1,1,1110,N,15220,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14844000090,5168 ENRIGHT AV,63108,1,1,1110,N,9300,Single-family residence,1,5206 Kensington Avenue,1
14843000540,5169 ENRIGHT AV,63108,1,1,1110,N,18800,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000550,5171 ENRIGHT AV,63108,1,1,1110,N,3450,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000560,5173 ENRIGHT AV,63108,1,1,1110,N,5150,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14844000070,5174-6 ENRIGHT AV,63108,1,4,1140,N,290,Four-family / small multi-family,4,5206 Kensington Avenue,1
14843000570,5175 ENRIGHT AV,63108,1,1,1110,N,1470,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000580,5177-9 ENRIGHT AV,63108,1,2,1120,N,2860,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14844000060,5178-80 ENRIGHT AV,63108,1,4,1140,N,3710,Four-family / small multi-family,4,5206 Kensington Avenue,1
14843000590,5181 ENRIGHT AV,63108,1,1,1110,N,680,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14844000050,5184 ENRIGHT AV,63108,1,1,1110,N,920,Single-family residence,1,5206 Kensington Avenue,1
14843000600,5185 ENRIGHT AV,63108,1,1,1110,N,740,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14844000040,5186 ENRIGHT AV,63108,1,2,1120,N,3350,Two-family (duplex/flat),2,5206 Kensington Avenue,1
14843000610,5187 ENRIGHT AV,63108,1,1,1110,N,4920,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14844000030,5188 ENRIGHT AV,63108,1,1,1120,N,4100,Two-family (duplex/flat),1,5206 Kensington Avenue,1
14844000025,5190 ENRIGHT AV,63108,1,4,1140,N,1760,Four-family / small multi-family,4,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000635,5191 ENRIGHT AV,63108,1,1,1110,N,1930,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14843000640,5193 ENRIGHT AV,63108,1,2,1120,N,6780,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000140,5200 ENRIGHT AV,63108,1,2,1120,N,1790,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000130,5204 ENRIGHT AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000220,5205 ENRIGHT AV,63108,1,1,1120,N,290,Two-family (duplex/flat),1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000120,5206 ENRIGHT AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000110,5210 ENRIGHT AV,63108,1,2,1120,N,2020,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000240,5211 ENRIGHT AV,63108,1,1,1120,N,9620,Two-family (duplex/flat),1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000100,5212 ENRIGHT AV,63108,1,2,1120,N,2560,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000260,5217 ENRIGHT AV,63108,1,1,1110,N,1650,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000270,5219 ENRIGHT AV,63108,1,1,1110,N,290,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000070,5222-4 ENRIGHT AV,63108,1,1,1120,N,620,Two-family (duplex/flat),1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000280,5223 ENRIGHT AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000060,5226 ENRIGHT AV,63108,1,2,1120,N,290,Two-family (duplex/flat),2,5206 Kensington Avenue,1
14846000290,5227 ENRIGHT AV,63108,1,2,1120,N,4330,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14845000050,5228 ENRIGHT AV,63108,1,2,1120,N,2270,Two-family (duplex/flat),2,5206 Kensington Avenue,1
14846000300,5229 ENRIGHT AV,63108,1,1,1120,N,6210,Two-family (duplex/flat),1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000310,5231 ENRIGHT AV,63108,1,2,1120,N,1530,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000320,5237 ENRIGHT AV,63108,1,1,1110,N,5110,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000330,5239 ENRIGHT AV,63108,1,1,1110,N,3930,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000340,5241 ENRIGHT AV,63108,1,2,1120,N,2190,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000350,5243 ENRIGHT AV,63108,1,1,1110,N,680,Single-family residence,1,5206 Kensington Avenue; 5207 Kensington Avenue,2
14846000360,5245 ENRIGHT AV,63108,1,2,1120,N,5490,Two-family (duplex/flat),2,5206 Kensington Avenue; 5207 Kensington Avenue,2
13774030190,4550 EVANS AV,63113,1,1,1110,N,290,Single-family residence,1,4599 Page Boulevard,1
13774030160,4556 EVANS AV,63113,1,1,1110,N,290,Single-family residence,1,4599 Page Boulevard,1
13775030310,4559 EVANS AV,63113,1,1,1110,N,3060,Single-family residence,1,4599 Page Boulevard,1
13774030140,4560 EVANS AV,63113,1,1,1110,N,2820,Single-family residence,1,4599 Page Boulevard,1
13774030100,4572 EVANS AV,63113,1,2,1120,N,3330,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030090,4574-8 EVANS AV,63113,1,6,1185,N,28940,"Residential variant, likely condo/misc (?)",6,4599 Page Boulevard,1
13774030080,4580 EVANS AV,63113,1,2,1120,N,3970,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030070,4582 EVANS AV,63113,1,1,1110,N,3040,Single-family residence,1,4599 Page Boulevard,1
13775030410,4585 EVANS AV,63113,1,1,1110,N,1180,Single-family residence,1,4599 Page Boulevard,1
13774030060,4588-90 EVANS AV,63113,1,4,1140,N,2270,Four-family / small multi-family,4,4599 Page Boulevard,1
13774030050,4592-4 EVANS AV,63113,1,4,1140,N,2460,Four-family / small multi-family,4,4599 Page Boulevard,1
13774030030,4598 EVANS AV,63113,1,1,1110,N,290,Single-family residence,1,4599 Page Boulevard,1
13774030010,4606-8 EVANS AV,63113,1,4,1140,N,2250,Four-family / small multi-family,4,4599 Page Boulevard,1
13775030500,4613 EVANS AV,63113,1,1,1110,N,1170,Single-family residence,1,4599 Page Boulevard,1
13775040120,4621 EVANS AV,63113,1,1,1110,N,2580,Single-family residence,1,4599 Page Boulevard,1
13774040110,4622-4 EVANS AV,63113,1,4,1140,N,3370,Four-family / small multi-family,4,4599 Page Boulevard,1
13774040100,4626 EVANS AV,63113,1,2,1120,N,1650,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774040090,4628 EVANS AV,63113,1,2,1120,N,1590,Two-family (duplex/flat),2,4599 Page Boulevard,1
13775040145,4629 EVANS AV,63113,1,1,1110,N,17780,Single-family residence,1,4599 Page Boulevard,1
13774040080,4630 EVANS AV,63113,1,2,1120,N,2740,Two-family (duplex/flat),2,4599 Page Boulevard,1
13775040160,4631 EVANS AV,63113,1,1,1110,N,15690,Single-family residence,1,4599 Page Boulevard,1
13775040170,4637 EVANS AV,63113,1,1,1110,N,18350,Single-family residence,1,4599 Page Boulevard,1
13775040180,4643 EVANS AV,63113,1,4,1140,N,4150,Four-family / small multi-family,4,4599 Page Boulevard,1
13540000130,2007 FAIR AV,63107,1,2,1120,N,4700,Two-family (duplex/flat),2,2104 Harris Avenue,1
13540000140,2011 FAIR AV,63107,1,2,1120,N,2450,Two-family (duplex/flat),2,2104 Harris Avenue,1
13539000100,2014 FAIR AV,63107,1,2,1120,N,3970,Two-family (duplex/flat),2,2104 Harris Avenue,1
13540000150,2015 FAIR AV,63107,1,2,1120,N,1080,Two-family (duplex/flat),2,2104 Harris Avenue,1
13539000090,2018 FAIR AV,63107,1,1,1110,N,3920,Single-family residence,1,2104 Harris Avenue,1
13540000160,2019-21 FAIR AV,63107,1,2,1120,N,4010,Two-family (duplex/flat),2,2104 Harris Avenue,1
13539000080,2022 FAIR AV,63107,1,1,1110,N,2440,Single-family residence,1,2104 Harris Avenue,1
13539000070,2024 FAIR AV,63107,1,2,1120,N,2500,Two-family (duplex/flat),2,2104 Harris Avenue,1
13540000170,2025 FAIR AV,63107,1,2,1120,N,3830,Two-family (duplex/flat),2,2104 Harris Avenue,1
13539000060,2026 FAIR AV,63107,1,1,1110,N,5490,Single-family residence,1,2104 Harris Avenue,1
13540000180,2029 FAIR AV,63107,1,2,1120,N,10500,Two-family (duplex/flat),2,2104 Harris Avenue,1
13539000050,2030 FAIR AV,63107,1,2,1120,N,1890,Two-family (duplex/flat),2,2104 Harris Avenue,1
13540000190,2031 FAIR AV,63107,1,2,1120,N,4940,Two-family (duplex/flat),2,2104 Harris Avenue,1
13539000045,2034 FAIR AV,63107,1,1,1110,N,3630,Single-family residence,1,2104 Harris Avenue,1
13540000200,2037-9 FAIR AV,63107,2,2,5000,N,4280,"Commercial/retail, general",2,2104 Harris Avenue,1
13539000040,2038 FAIR AV,63107,1,2,1120,N,3470,Two-family (duplex/flat),2,2104 Harris Avenue,1
13539000030,2040 FAIR AV,63107,1,1,1120,N,45170,Two-family (duplex/flat),1,2104 Harris Avenue,1
13539000020,2042 FAIR AV,63107,1,1,1110,N,980,Single-family residence,1,2104 Harris Avenue,1
13540000210,2043 FAIR AV,63107,1,2,1120,N,1990,Two-family (duplex/flat),2,2104 Harris Avenue,1
13540000220,2047 FAIR AV,63107,1,1,1110,N,7010,Single-family residence,1,2104 Harris Avenue,1
13539000010,2048 FAIR AV,63107,1,2,1120,N,7350,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000130,2100-2 FAIR AV,63107,1,2,1120,N,4430,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000140,2101-3 FAIR AV,63107,1,2,1120,N,3490,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000120,2104 FAIR AV,63107,1,2,1120,N,3890,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000150,2105 FAIR AV,63107,1,1,1110,N,7620,Single-family residence,1,2104 Harris Avenue,1
13542000110,2106-8 FAIR AV,63107,1,2,1120,N,4260,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000160,2107-9 FAIR AV,63107,1,2,1120,N,5250,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000100,2110-2 FAIR AV,63107,1,2,1120,N,1910,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000170,2111 FAIR AV,63107,1,1,1110,N,4060,Single-family residence,1,2104 Harris Avenue,1
13542000090,2114 FAIR AV,63107,1,2,1120,N,3680,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000080,2116 FAIR AV,63107,1,1,1110,N,4290,Single-family residence,1,2104 Harris Avenue,1
13541000190,2121 FAIR AV,63107,1,2,1120,N,3930,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000070,2122 FAIR AV,63107,1,2,1120,N,3220,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000060,2124 FAIR AV,63107,1,2,1120,N,1120,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000200,2127 FAIR AV,63107,1,2,1120,N,2830,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000210,2129 FAIR AV,63107,1,2,1120,N,1760,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000050,2130 FAIR AV,63107,1,1,1110,N,780,Single-family residence,1,2104 Harris Avenue,1
13542000040,2132 FAIR AV,63107,1,2,1120,N,3020,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000230,2133 FAIR AV,63107,1,2,1120,N,1520,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000030,2134-6 FAIR AV,63107,1,2,1120,N,3650,Two-family (duplex/flat),2,2104 Harris Avenue,1
13542000020,2138 FAIR AV,63107,1,2,1120,N,3550,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000240,2139 FAIR AV,63107,1,1,1110,N,5710,Single-family residence,1,2104 Harris Avenue,1
13541000250,2141-3 FAIR AV,63107,1,4,1140,N,3080,Four-family / small multi-family,4,2104 Harris Avenue,1
13542000010,2142-4 FAIR AV,63107,1,4,1140,N,2020,Four-family / small multi-family,4,2104 Harris Avenue,1
13541000260,2147 FAIR AV,63107,1,2,1120,N,1490,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000270,2149 FAIR AV,63107,1,2,1120,N,3450,Two-family (duplex/flat),2,2104 Harris Avenue,1
13541000287,2161 FAIR AV,63107,2,1,5000,N,49020,"Commercial/retail, general",1,2104 Harris Avenue,1
13771000610,4803 FOUNTAIN AV,63113,1,12,1185,N,66350,"Residential variant, likely condo/misc (?)",12,1151 Walton Avenue; 912 Bayard Avenue,2
13771000620,4807 FOUNTAIN AV,63113,1,1,1110,N,7830,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13762050420,4808 FOUNTAIN AV,63113,1,1,1110,N,1070,Single-family residence,1,912 Bayard Avenue,1
13771000630,4809-11 FOUNTAIN AV,63113,1,2,1120,N,3170,Two-family (duplex/flat),2,1151 Walton Avenue; 912 Bayard Avenue,2
13762050410,4810 FOUNTAIN AV,63113,1,1,1110,N,7510,Single-family residence,1,912 Bayard Avenue,1
13771000640,4813-5 FOUNTAIN AV,63113,1,1,1110,N,1850,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13762050400,4814 FOUNTAIN AV,63113,1,1,1110,N,5350,Single-family residence,1,912 Bayard Avenue,1
13771000650,4817 FOUNTAIN AV,63113,1,1,1110,N,860,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13762050390,4818 FOUNTAIN AV,63113,1,1,1110,N,5400,Single-family residence,1,912 Bayard Avenue,1
13771000660,4819 FOUNTAIN AV,63113,1,1,1110,N,4440,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13771000670,4823 FOUNTAIN AV,63113,1,1,1110,N,2280,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13762050370,4824 FOUNTAIN AV,63113,1,1,1110,N,1290,Single-family residence,1,912 Bayard Avenue,1
13771000680,4825 FOUNTAIN AV,63113,1,1,1110,N,2990,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13762050360,4826 FOUNTAIN AV,63113,1,1,1110,N,790,Single-family residence,1,912 Bayard Avenue,1
13771000690,4829 FOUNTAIN AV,63113,1,1,1110,N,1980,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13762050350,4830 FOUNTAIN AV,63113,1,1,1110,N,1850,Single-family residence,1,912 Bayard Avenue,1
13771000700,4831-7 FOUNTAIN AV,63113,3,8,5000,N,0,"Commercial/retail, general",8,1151 Walton Avenue; 912 Bayard Avenue,2
13763050330,4844 FOUNTAIN AV,63113,1,1,1110,N,6060,Single-family residence,1,912 Bayard Avenue,1
13770000550,4845 FOUNTAIN AV,63113,1,1,1110,N,19890,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13763050320,4846 FOUNTAIN AV,63113,1,1,1110,N,6500,Single-family residence,1,912 Bayard Avenue,1
13763050310,4848 FOUNTAIN AV,63113,1,1,1110,N,2410,Single-family residence,1,912 Bayard Avenue,1
13770000570,4851 FOUNTAIN AV,63113,1,1,1110,N,3040,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13763050300,4852 FOUNTAIN AV,63113,1,1,1110,N,1980,Single-family residence,1,912 Bayard Avenue,1
13763050290,4854 FOUNTAIN AV,63113,1,1,1110,N,5090,Single-family residence,1,912 Bayard Avenue,1
13770000590,4855-7 FOUNTAIN AV,63113,1,2,1120,N,3520,Two-family (duplex/flat),2,1151 Walton Avenue; 912 Bayard Avenue,2
13763050280,4858 FOUNTAIN AV,63113,1,1,1110,N,2460,Single-family residence,1,912 Bayard Avenue,1
13770000600,4859 FOUNTAIN AV,63113,1,1,1110,N,2750,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13763050270,4860 FOUNTAIN AV,63113,1,1,1110,N,1330,Single-family residence,1,912 Bayard Avenue,1
13770000610,4861 FOUNTAIN AV,63113,1,1,1110,N,7280,Single-family residence,1,1151 Walton Avenue; 912 Bayard Avenue,2
13763050260,4864 FOUNTAIN AV,63113,1,1,1110,N,6550,Single-family residence,1,912 Bayard Avenue,1
13763050250,4868 FOUNTAIN AV,63113,1,1,1110,N,6090,Single-family residence,1,912 Bayard Avenue,1
13763050240,4870 FOUNTAIN AV,63113,1,1,1110,N,4450,Single-family residence,1,912 Bayard Avenue,1
13763050230,4874 FOUNTAIN AV,63113,1,1,1110,N,4150,Single-family residence,1,912 Bayard Avenue,1
13763050220,4876 FOUNTAIN AV,63113,1,1,1110,N,590,Single-family residence,1,912 Bayard Avenue,1
13703000210,4403 GARFIELD AV,63113,1,1,1110,N,1850,Single-family residence,1,4438 N Market Street,1
13702000160,4406 GARFIELD AV,63113,1,1,1110,N,2660,Single-family residence,1,4438 N Market Street,1
13703000220,4407 GARFIELD AV,63113,1,1,1110,N,400,Single-family residence,1,4438 N Market Street,1
13703000250,4413 GARFIELD AV,63113,1,1,1110,N,540,Single-family residence,1,4438 N Market Street,1
13703000260,4415 GARFIELD AV,63113,1,1,1110,N,490,Single-family residence,1,4438 N Market Street,1
13702000110,4426 GARFIELD AV,63113,1,1,1110,N,100,Single-family residence,1,4438 N Market Street,1
13703000290,4427 GARFIELD AV,63113,1,1,1110,N,1140,Single-family residence,1,4438 N Market Street,1
13703000310,4431 GARFIELD AV,63113,1,2,1120,N,2000,Two-family (duplex/flat),2,4438 N Market Street,1
13702000060,4438 GARFIELD AV,63113,1,1,1110,N,1160,Single-family residence,1,4438 N Market Street,1
13703000350,4439 GARFIELD AV,63113,1,2,1120,N,950,Two-family (duplex/flat),2,4438 N Market Street,1
13702000045,4440 GARFIELD AV,63113,1,1,1110,N,2590,Single-family residence,1,4438 N Market Street,1
13702000030,4446 GARFIELD AV,63113,1,1,1110,N,0,Single-family residence,1,4438 N Market Street,1
13702000020,4448-50 GARFIELD AV,63113,1,3,1130,N,2680,Three-family,3,4438 N Market Street,1
13703000370,4449 GARFIELD AV,63113,1,1,1110,N,500,Single-family residence,1,4438 N Market Street,1
14900000120,4016 GREEN LEA PL,63107,1,1,1110,N,1370,Single-family residence,1,4016 Carter Avenue,1
14899000120,4017 GREEN LEA PL,63107,1,1,1110,N,1160,Single-family residence,1,4016 Carter Avenue,1
