neighbor_handle,SITEADDR,ZIP,NUMBLDGS,NUMUNITS,LANDUSE1,VACANTLAND,ASMTIMPROV,LANDUSE_DESC,suggested_hangers,near_demo_sites,notifications_needed
14448050100,4538 NATURAL BRIDGE AV,63115,1,1,1110,N,2360,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050080,4542 NATURAL BRIDGE AV,63115,1,1,1110,N,1340,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050070,4546 NATURAL BRIDGE AV,63115,1,1,1110,N,2750,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050060,4548 NATURAL BRIDGE AV,63115,1,1,1110,N,2710,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050050,4550 NATURAL BRIDGE AV,63115,1,1,1110,N,2750,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14409020310,4551 NATURAL BRIDGE AV,63115,1,1,1110,N,1960,Single-family residence,1,4519 Lexington Avenue,1
14409020320,4553 NATURAL BRIDGE AV,63115,1,1,1110,N,2640,Single-family residence,1,4519 Lexington Avenue,1
14448050040,4554 NATURAL BRIDGE AV,63115,1,1,1110,N,2710,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14409020330,4555 NATURAL BRIDGE AV,63115,1,1,1110,N,2670,Single-family residence,1,4519 Lexington Avenue,1
14448050030,4556 NATURAL BRIDGE AV,63115,1,1,1110,N,2390,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14448050020,4558 NATURAL BRIDGE AV,63115,1,1,1110,N,2320,Single-family residence,1,4519 Lexington Avenue; 4541 Ashland Avenue,2
14449020075,4600-8 NATURAL BRIDGE AV,63115,1,0,6240,N,84700,Code 6240 (not in dictionary),1,4519 Lexington Avenue,1
14553050360,4555 NEWBERRY TER,63113,1,1,1110,N,4610,Single-family residence,1,4599 Page Boulevard,1
14553050380,4559 NEWBERRY TER,63113,1,1,1110,N,3510,Single-family residence,1,4599 Page Boulevard,1
14553050390,4563 NEWBERRY TER,63113,1,1,1110,N,1100,Single-family residence,1,4599 Page Boulevard,1
14553050400,4565 NEWBERRY TER,63113,1,1,1120,N,10350,Two-family (duplex/flat),1,4599 Page Boulevard,1
14553050420,4571 NEWBERRY TER,63113,1,1,1110,N,6250,Single-family residence,1,4599 Page Boulevard,1
14553050430,4573 NEWBERRY TER,63113,1,1,1110,N,290,Single-family residence,1,4599 Page Boulevard,1
13772000800,4601 NEWBERRY TER,63113,1,1,1110,N,14010,Single-family residence,1,4599 Page Boulevard,1
13772000810,4607 NEWBERRY TER,63113,1,1,1110,N,14000,Single-family residence,1,4599 Page Boulevard,1
13772000820,4609 NEWBERRY TER,63113,1,1,1110,N,13660,Single-family residence,1,4599 Page Boulevard,1
13772000830,4613 NEWBERRY TER,63113,1,1,1110,N,13660,Single-family residence,1,4599 Page Boulevard,1
13772000390,4617 NEWBERRY TER,63113,1,1,1110,N,890,Single-family residence,1,4599 Page Boulevard,1
13772000400,4619 NEWBERRY TER,63113,1,1,1110,N,290,Single-family residence,1,4599 Page Boulevard,1
13772000410,4623 NEWBERRY TER,63113,1,2,1120,N,530,Two-family (duplex/flat),2,4599 Page Boulevard,1
13772000430,4629 NEWBERRY TER,63113,1,2,1120,N,690,Two-family (duplex/flat),2,4599 Page Boulevard,1
13772000440,4633 NEWBERRY TER,63113,1,1,1110,N,3090,Single-family residence,1,4599 Page Boulevard,1
13772000450,4635 NEWBERRY TER,63113,1,1,1110,N,2190,Single-family residence,1,4599 Page Boulevard,1
13772000460,4637 NEWBERRY TER,63113,1,1,1110,N,3190,Single-family residence,1,4599 Page Boulevard,1
14552000110,4714 NEWBERRY TER,63113,1,2,1120,N,770,Two-family (duplex/flat),2,1151 Walton Avenue,1
13772000600,4715 NEWBERRY TER,63113,1,2,1120,N,480,Two-family (duplex/flat),2,1151 Walton Avenue,1
13772000610,4717 NEWBERRY TER,63113,1,2,1120,N,5280,Two-family (duplex/flat),2,1151 Walton Avenue,1
14552000100,4718 NEWBERRY TER,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1151 Walton Avenue,1
14552000090,4720 NEWBERRY TER,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1151 Walton Avenue,1
13772000620,4721-3 NEWBERRY TER,63113,1,4,1140,N,7380,Four-family / small multi-family,4,1151 Walton Avenue,1
14552000080,4722 NEWBERRY TER,63113,1,2,1120,N,3900,Two-family (duplex/flat),2,1151 Walton Avenue,1
14552000070,4724 NEWBERRY TER,63113,1,2,1120,N,770,Two-family (duplex/flat),2,1151 Walton Avenue,1
13772000630,4727 NEWBERRY TER,63113,1,2,1120,N,3560,Two-family (duplex/flat),2,1151 Walton Avenue,1
14552000060,4728 NEWBERRY TER,63113,1,2,1120,N,2180,Two-family (duplex/flat),2,1151 Walton Avenue,1
14552000050,4730-2 NEWBERRY TER,63113,1,4,1140,N,290,Four-family / small multi-family,4,1151 Walton Avenue,1
13772000650,4731-3 NEWBERRY TER,63113,1,4,1140,N,1390,Four-family / small multi-family,4,1151 Walton Avenue,1
13772000670,4739 NEWBERRY TER,63113,1,1,1110,N,3390,Single-family residence,1,1151 Walton Avenue,1
13772000680,4741 NEWBERRY TER,63113,1,1,1110,N,4110,Single-family residence,1,1151 Walton Avenue,1
14552000030,4744 NEWBERRY TER,63113,1,1,1110,N,420,Single-family residence,1,1151 Walton Avenue,1
13772000690,4745-7 NEWBERRY TER,63113,1,2,1120,N,3540,Two-family (duplex/flat),2,1151 Walton Avenue,1
13772000700,4749-51 NEWBERRY TER,63113,1,4,1140,N,2240,Four-family / small multi-family,4,1151 Walton Avenue,1
14552000010,4750 NEWBERRY TER,63113,1,1,1110,N,6220,Single-family residence,1,1151 Walton Avenue,1
13695000360,4363 NORTH MARKET ST,63113,1,1,1110,N,760,Single-family residence,1,4438 N Market Street,1
13696000015,4370 NORTH MARKET ST,63113,1,0,6911,N,93400,Church / religious,1,4438 N Market Street,1
13704000240,4411 NORTH MARKET ST,63113,1,1,1110,N,890,Single-family residence,1,4438 N Market Street,1
13704000250,4413 NORTH MARKET ST,63113,1,1,1110,N,330,Single-family residence,1,4438 N Market Street,1
13704000260,4415 NORTH MARKET ST,63113,1,2,1120,N,290,Two-family (duplex/flat),2,4438 N Market Street,1
13704000270,4417 NORTH MARKET ST,63113,1,2,1120,N,290,Two-family (duplex/flat),2,4438 N Market Street,1
13703000110,4426 NORTH MARKET ST,63113,1,1,1110,N,510,Single-family residence,1,4438 N Market Street,1
13703000100,4428 NORTH MARKET ST,63113,1,2,1120,N,710,Two-family (duplex/flat),2,4438 N Market Street,1
13703000070,4436 NORTH MARKET ST,63113,1,1,1110,N,210,Single-family residence,1,4438 N Market Street,1
13703000050,4440 NORTH MARKET ST,63113,1,1,1110,N,290,Single-family residence,1,4438 N Market Street,1
13704000370,4445 NORTH MARKET ST,63113,1,1,1110,N,290,Single-family residence,1,4438 N Market Street,1
13703000020,4448 NORTH MARKET ST,63113,1,1,1110,N,0,Single-family residence,1,4438 N Market Street,1
13703000010,4452 NORTH MARKET ST,63113,1,1,1120,N,1880,Two-family (duplex/flat),1,4438 N Market Street,1
13719000196,4516 NORTH MARKET ST,63113,1,24,1185,N,86410,"Residential variant, likely condo/misc (?)",24,4438 N Market Street,1
13719000175,4528 NORTH MARKET ST,63113,1,7,1185,N,16060,"Residential variant, likely condo/misc (?)",7,4565 Saint Ferdinand Avenue,1
13718000500,4537 NORTH MARKET ST,63113,1,1,1110,N,500,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13719000170,4538 NORTH MARKET ST,63113,1,1,1110,N,2600,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13718000550,4559 NORTH MARKET ST,63113,1,1,1110,N,770,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13718000580,4567 NORTH MARKET ST,63113,1,1,1110,N,610,Single-family residence,1,4565 Saint Ferdinand Avenue; 4615 Saint Ferdinand Avenue,2
13718000610,4575 NORTH MARKET ST,63113,1,1,1110,N,1960,Single-family residence,1,4565 Saint Ferdinand Avenue; 4615 Saint Ferdinand Avenue,2
13719000010,4594-6 NORTH MARKET ST,63113,1,4,1140,N,1160,Four-family / small multi-family,4,1803 Cora Avenue; 1825 Cora Avenue; 4565 Saint Ferdinand Avenue; 4615 Saint Ferdinand Avenue; 4649 N Market Street,5
13718000710,4613 NORTH MARKET ST,63113,1,1,1110,N,1560,Single-family residence,1,1825 Cora Avenue; 4565 Saint Ferdinand Avenue; 4615 Saint Ferdinand Avenue; 4649 N Market Street,4
14472000270,4649 NORTH MARKET ST,63113,1,1,1110,N,290,Single-family residence,1,1825 Cora Avenue; 4615 Saint Ferdinand Avenue,2
14472000295,4655 NORTH MARKET ST,63113,1,1,1110,N,3110,Single-family residence,1,1825 Cora Avenue; 4615 Saint Ferdinand Avenue; 4649 N Market Street,3
14553050060,4546 PAGE BLVD,63113,1,1,1110,N,18890,Single-family residence,1,4599 Page Boulevard,1
13774030522,4547 PAGE BLVD,63113,1,1,1110,N,16110,Single-family residence,1,4599 Page Boulevard,1
13774030523,4549 PAGE BLVD,63113,1,1,1110,N,16080,Single-family residence,1,4599 Page Boulevard,1
14553050050,4552 PAGE BLVD,63113,1,1,1110,N,19270,Single-family residence,1,4599 Page Boulevard,1
13774030524,4553 PAGE BLVD,63113,1,1,1110,N,16110,Single-family residence,1,4599 Page Boulevard,1
13774030570,4555-7 PAGE BLVD,63113,1,2,1120,N,2870,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030580,4559 PAGE BLVD,63113,1,1,1110,N,2890,Single-family residence,1,4599 Page Boulevard,1
13774030590,4563 PAGE BLVD,63113,1,1,1110,N,290,Single-family residence,1,4599 Page Boulevard,1
14553050030,4564 PAGE BLVD,63113,1,1,1110,N,2820,Single-family residence,1,4599 Page Boulevard,1
13774030600,4565-7 PAGE BLVD,63113,1,2,1120,N,290,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030620,4571 PAGE BLVD,63113,1,2,1120,N,290,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030630,4573 PAGE BLVD,63113,1,1,1110,N,320,Single-family residence,1,4599 Page Boulevard,1
13774030640,4575 PAGE BLVD,63113,1,2,1120,N,440,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030650,4577 PAGE BLVD,63113,1,2,1120,N,1220,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030660,4579 PAGE BLVD,63113,1,1,1110,N,290,Single-family residence,1,4599 Page Boulevard,1
13773000290,4600-8 PAGE BLVD,63113,1,4,5000,N,4090,"Commercial/retail, general",4,4599 Page Boulevard,1
13774030700,4603 PAGE BLVD,63113,1,2,1120,N,3030,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774030710,4605 PAGE BLVD,63113,1,1,1120,N,4460,Two-family (duplex/flat),1,4599 Page Boulevard,1
13773000260,4622 PAGE BLVD,63113,1,4,1140,N,4040,Four-family / small multi-family,4,4599 Page Boulevard,1
13774040140,4623 PAGE BLVD,63113,1,2,1120,N,4420,Two-family (duplex/flat),2,4599 Page Boulevard,1
13774040150,4625-7 PAGE BLVD,63113,1,4,1140,N,3740,Four-family / small multi-family,4,4599 Page Boulevard,1
13773000255,4626-8 PAGE BLVD,63113,1,4,0,N,7700,Unclassified,4,4599 Page Boulevard,1
13774040170,4631 PAGE BLVD,63113,1,2,1120,N,1520,Two-family (duplex/flat),2,4599 Page Boulevard,1
13773000230,4634-6 PAGE BLVD,63113,1,4,1140,N,2390,Four-family / small multi-family,4,4599 Page Boulevard,1
13773000200,4646-8 PAGE BLVD,63113,1,2,1120,N,550,Two-family (duplex/flat),2,4599 Page Boulevard,1
13773000020,4718 PAGE BLVD,63113,1,1,1110,N,870,Single-family residence,1,1151 Walton Avenue,1
13771000265,4814 PAGE BLVD,63113,1,0,5000,N,200,"Commercial/retail, general",1,1219 Bayard Avenue,1
13778000460,4837 PAGE BLVD,63113,1,0,5000,N,0,"Commercial/retail, general",1,1336 N Euclid Avenue,1
13785000320,4845 PAGE BLVD,63113,1,2,1120,N,290,Two-family (duplex/flat),2,1336 N Euclid Avenue,1
13770000280,4850-2 PAGE BLVD,63113,2,1,6210,N,0,Code 6210 (not in dictionary),1,1219 Bayard Avenue,1
13770000260,4856-8 PAGE BLVD,63113,1,0,5932,N,0,Code 5932 (not in dictionary),1,1219 Bayard Avenue; 1336 N Euclid Avenue,2
13770000250,4860-2 PAGE BLVD,63113,1,4,1140,N,3850,Four-family / small multi-family,4,1219 Bayard Avenue; 1336 N Euclid Avenue,2
13785000380,4865-7 PAGE BLVD,63113,1,0,6370,N,22700,Code 6370 (not in dictionary),1,1336 N Euclid Avenue; 4926 Page Boulevard,2
13770000220,4872 PAGE BLVD,63113,1,0,6911,N,129800,Church / religious,1,1219 Bayard Avenue; 1336 N Euclid Avenue; 4926 Page Boulevard,3
13768030160,4910-2 PAGE BLVD,63113,1,2,1120,N,1530,Two-family (duplex/flat),2,1336 N Euclid Avenue; 4926 Page Boulevard,2
13768030150,4914 PAGE BLVD,63113,1,2,1120,N,1970,Two-family (duplex/flat),2,1336 N Euclid Avenue; 4926 Page Boulevard,2
13768030140,4916 PAGE BLVD,63113,1,2,1120,N,1550,Two-family (duplex/flat),2,4926 Page Boulevard,1
13768030130,4920 PAGE BLVD,63113,1,2,1120,N,660,Two-family (duplex/flat),2,4926 Page Boulevard,1
14447030010,3514 PARIS AV,63115,1,1,1110,N,2200,Single-family residence,1,4461 Elmbank Avenue,1
14447040160,3515 PARIS AV,63115,1,2,1120,N,1620,Two-family (duplex/flat),2,4461 Elmbank Avenue,1
14447040150,3519 PARIS AV,63115,1,1,1110,N,290,Single-family residence,1,4461 Elmbank Avenue,1
14447040140,3521 PARIS AV,63115,1,1,1110,N,1050,Single-family residence,1,4461 Elmbank Avenue,1
14447040130,3525 PARIS AV,63115,1,1,1110,N,2000,Single-family residence,1,4461 Elmbank Avenue,1
14447040120,3527 PARIS AV,63115,1,1,1110,N,2200,Single-family residence,1,4461 Elmbank Avenue,1
14900000220,4015-7 PENROSE ST,63107,1,4,1140,N,2600,Four-family / small multi-family,4,4016 Carter Avenue,1
14900000230,4019 PENROSE ST,63107,1,1,1110,N,3240,Single-family residence,1,4016 Carter Avenue,1
14900000240,4023 PENROSE ST,63107,1,1,1110,N,1550,Single-family residence,1,4016 Carter Avenue,1
14900000260,4027 PENROSE ST,63107,1,1,1110,N,1710,Single-family residence,1,4016 Carter Avenue,1
14900000280,4031 PENROSE ST,63107,1,1,1110,N,2260,Single-family residence,1,4016 Carter Avenue,1
14900000320,4043 PENROSE ST,63107,1,1,1110,N,1040,Single-family residence,1,4016 Carter Avenue,1
14409020410,4520-2R SAN FRANCISCO AV,63115,1,0,5000,N,2300,"Commercial/retail, general",1,4519 Lexington Avenue,1
14553050450,1212 REV GEORGE H PRUITT PL,63113,1,1,1110,N,4060,Single-family residence,1,4599 Page Boulevard,1
13602000020,4192-4 SACRAMENTO AV,63115,1,4,1140,N,3940,Four-family / small multi-family,4,4236 Sacramento Avenue,1
13602000010,4196-8 SACRAMENTO AV,63115,1,4,1140,N,5460,Four-family / small multi-family,4,4236 Sacramento Avenue,1
13603000140,4200 SACRAMENTO AV,63115,1,1,1110,N,2580,Single-family residence,1,4236 Sacramento Avenue,1
13604000100,4201 SACRAMENTO AV,63115,1,1,1110,N,3460,Single-family residence,1,4236 Sacramento Avenue,1
13603000130,4204 SACRAMENTO AV,63115,1,1,1110,N,2140,Single-family residence,1,4236 Sacramento Avenue,1
13604000110,4205 SACRAMENTO AV,63115,1,1,1110,N,2560,Single-family residence,1,4236 Sacramento Avenue,1
13603000120,4208 SACRAMENTO AV,63115,1,1,1110,N,2230,Single-family residence,1,4236 Sacramento Avenue,1
13604000120,4209 SACRAMENTO AV,63115,1,1,1110,N,2340,Single-family residence,1,4236 Sacramento Avenue,1
13603000110,4210 SACRAMENTO AV,63115,1,1,1110,N,2820,Single-family residence,1,4236 Sacramento Avenue,1
13604000130,4213 SACRAMENTO AV,63115,1,1,1110,N,1910,Single-family residence,1,4236 Sacramento Avenue,1
13603000100,4214 SACRAMENTO AV,63115,1,1,1110,N,2650,Single-family residence,1,4236 Sacramento Avenue,1
13604000140,4215 SACRAMENTO AV,63115,1,1,1110,N,2580,Single-family residence,1,4236 Sacramento Avenue,1
13604000150,4217 SACRAMENTO AV,63115,1,1,1110,N,1750,Single-family residence,1,4236 Sacramento Avenue,1
13603000090,4218 SACRAMENTO AV,63115,1,1,1110,N,2850,Single-family residence,1,4236 Sacramento Avenue,1
13604000160,4219 SACRAMENTO AV,63115,1,1,1110,N,2690,Single-family residence,1,4236 Sacramento Avenue,1
13603000080,4220 SACRAMENTO AV,63115,1,1,1110,N,2650,Single-family residence,1,4236 Sacramento Avenue,1
13604000170,4221 SACRAMENTO AV,63115,1,1,1110,N,2380,Single-family residence,1,4236 Sacramento Avenue,1
13604000180,4223 SACRAMENTO AV,63115,1,1,1110,N,440,Single-family residence,1,4236 Sacramento Avenue,1
13603000070,4224 SACRAMENTO AV,63115,1,1,1110,N,2580,Single-family residence,1,4236 Sacramento Avenue,1
13604000190,4225-7 SACRAMENTO AV,63115,1,4,1140,N,2930,Four-family / small multi-family,4,4236 Sacramento Avenue,1
13603000060,4226 SACRAMENTO AV,63115,1,1,1110,N,2650,Single-family residence,1,4236 Sacramento Avenue,1
13604000200,4229-31 SACRAMENTO AV,63115,1,4,1140,N,2450,Four-family / small multi-family,4,4236 Sacramento Avenue,1
13603000050,4230 SACRAMENTO AV,63115,1,1,1110,N,1220,Single-family residence,1,4236 Sacramento Avenue,1
13603000040,4232 SACRAMENTO AV,63115,1,1,1110,N,2580,Single-family residence,1,4236 Sacramento Avenue,1
13603000030,4234 SACRAMENTO AV,63115,1,1,1110,N,2900,Single-family residence,1,4236 Sacramento Avenue,1
13604000210,4235 SACRAMENTO AV,63115,1,1,1110,N,630,Single-family residence,1,4236 Sacramento Avenue,1
13604000220,4237 SACRAMENTO AV,63115,1,1,1110,N,1070,Single-family residence,1,4236 Sacramento Avenue,1
13603000010,4240 SACRAMENTO AV,63115,1,1,1110,N,8540,Single-family residence,1,4236 Sacramento Avenue,1
13604000240,4241 SACRAMENTO AV,63115,1,1,1110,N,680,Single-family residence,1,4236 Sacramento Avenue,1
13608000120,4250 SACRAMENTO AV,63115,1,2,1120,N,3460,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13607000150,4251 SACRAMENTO AV,63115,1,1,1110,N,4380,Single-family residence,1,4236 Sacramento Avenue,1
13608000110,4254 SACRAMENTO AV,63115,1,2,1120,N,5860,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13607000170,4257 SACRAMENTO AV,63115,1,1,1110,N,5160,Single-family residence,1,4236 Sacramento Avenue,1
13608000100,4258 SACRAMENTO AV,63115,1,2,1120,N,4900,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13608000090,4260 SACRAMENTO AV,63115,1,2,1120,N,4480,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13607000180,4261 SACRAMENTO AV,63115,1,1,1110,N,2060,Single-family residence,1,4236 Sacramento Avenue,1
13608000080,4262 SACRAMENTO AV,63115,1,2,1120,N,3260,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13608000070,4264 SACRAMENTO AV,63115,1,2,1120,N,4320,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13607000190,4265 SACRAMENTO AV,63115,1,1,1110,N,850,Single-family residence,1,4236 Sacramento Avenue,1
13608000050,4272 SACRAMENTO AV,63115,1,1,1110,N,4090,Single-family residence,1,4236 Sacramento Avenue,1
13608000040,4274 SACRAMENTO AV,63115,1,2,1120,N,3260,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13608000030,4278-80 SACRAMENTO AV,63115,1,4,1140,N,4160,Four-family / small multi-family,4,4236 Sacramento Avenue,1
13607000210,4279 SACRAMENTO AV,63115,1,0,6911,N,0,Church / religious,1,4236 Sacramento Avenue,1
13608000020,4286 SACRAMENTO AV,63115,1,1,1110,N,5160,Single-family residence,1,4236 Sacramento Avenue,1
13608000010,4288 SACRAMENTO AV,63115,1,1,1110,N,4150,Single-family residence,1,4236 Sacramento Avenue,1
13607000240,4293 SACRAMENTO AV,63115,1,2,1120,N,3030,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13601000010,4140 SAN FRANCISCO AV,63115,1,2,1120,N,4890,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13604000090,4200-2 SAN FRANCISCO AV,63115,1,2,1120,N,7050,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13605000140,4205 SAN FRANCISCO AV,63115,1,2,1120,N,3690,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13604000080,4206 SAN FRANCISCO AV,63115,1,2,1120,N,3810,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13605000150,4209 SAN FRANCISCO AV,63115,1,2,1120,N,4630,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13604000070,4210 SAN FRANCISCO AV,63115,1,1,1110,N,2120,Single-family residence,1,4236 Sacramento Avenue,1
13605000160,4211 SAN FRANCISCO AV,63115,1,2,1120,N,4960,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13605000170,4215 SAN FRANCISCO AV,63115,1,2,1120,N,3720,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13604000060,4216 SAN FRANCISCO AV,63115,1,1,1110,N,4230,Single-family residence,1,4236 Sacramento Avenue,1
13604000050,4220 SAN FRANCISCO AV,63115,1,1,1110,N,3770,Single-family residence,1,4236 Sacramento Avenue,1
13605000180,4221 SAN FRANCISCO AV,63115,1,1,1110,N,2600,Single-family residence,1,4236 Sacramento Avenue,1
13605000190,4223 SAN FRANCISCO AV,63115,1,1,1110,N,2650,Single-family residence,1,4236 Sacramento Avenue,1
13605000200,4227 SAN FRANCISCO AV,63115,1,1,1110,N,2270,Single-family residence,1,4236 Sacramento Avenue,1
13604000030,4228 SAN FRANCISCO AV,63115,1,1,1110,N,4190,Single-family residence,1,4236 Sacramento Avenue,1
13605000210,4231 SAN FRANCISCO AV,63115,1,1,1110,N,630,Single-family residence,1,4236 Sacramento Avenue,1
13605000220,4233 SAN FRANCISCO AV,63115,1,1,1110,N,1340,Single-family residence,1,4236 Sacramento Avenue,1
13604000020,4234 SAN FRANCISCO AV,63115,1,2,1120,N,6090,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13605000230,4237 SAN FRANCISCO AV,63115,1,1,1110,N,1280,Single-family residence,1,4236 Sacramento Avenue,1
13605000240,4239 SAN FRANCISCO AV,63115,1,1,1110,N,1200,Single-family residence,1,4236 Sacramento Avenue,1
13604000010,4242 SAN FRANCISCO AV,63115,1,2,1120,N,5930,Two-family (duplex/flat),2,4236 Sacramento Avenue,1
13605000250,4243 SAN FRANCISCO AV,63115,1,1,1110,N,2660,Single-family residence,1,4236 Sacramento Avenue,1
13607000130,4254 SAN FRANCISCO AV,63115,1,1,1110,N,1630,Single-family residence,1,4236 Sacramento Avenue,1
13606000120,4255 SAN FRANCISCO AV,63115,1,1,1110,N,1800,Single-family residence,1,4236 Sacramento Avenue,1
13607000120,4256 SAN FRANCISCO AV,63115,1,1,1110,N,1470,Single-family residence,1,4236 Sacramento Avenue,1
13607000110,4258 SAN FRANCISCO AV,63115,1,1,1110,N,1050,Single-family residence,1,4236 Sacramento Avenue,1
13606000130,4259 SAN FRANCISCO AV,63115,1,1,1110,N,2580,Single-family residence,1,4236 Sacramento Avenue,1
13607000100,4260 SAN FRANCISCO AV,63115,1,1,1110,N,2390,Single-family residence,1,4236 Sacramento Avenue,1
13606000140,4263 SAN FRANCISCO AV,63115,1,1,1110,N,2450,Single-family residence,1,4236 Sacramento Avenue,1
13607000090,4264 SAN FRANCISCO AV,63115,1,1,1110,N,2590,Single-family residence,1,4236 Sacramento Avenue,1
13606000150,4265 SAN FRANCISCO AV,63115,1,1,1110,N,1920,Single-family residence,1,4236 Sacramento Avenue,1
13607000080,4266 SAN FRANCISCO AV,63115,1,1,1110,N,2460,Single-family residence,1,4236 Sacramento Avenue,1
13607000070,4268 SAN FRANCISCO AV,63115,1,1,1110,N,1580,Single-family residence,1,4236 Sacramento Avenue,1
13606000160,4269 SAN FRANCISCO AV,63115,1,1,1110,N,2120,Single-family residence,1,4236 Sacramento Avenue,1
13607000060,4274 SAN FRANCISCO AV,63115,1,1,1110,N,3020,Single-family residence,1,4236 Sacramento Avenue,1
13606000180,4275 SAN FRANCISCO AV,63115,1,1,1110,N,1430,Single-family residence,1,4236 Sacramento Avenue,1
13607000040,4282 SAN FRANCISCO AV,63115,1,1,1110,N,3240,Single-family residence,1,4236 Sacramento Avenue,1
13607000030,4284 SAN FRANCISCO AV,63115,1,1,1110,N,3570,Single-family residence,1,4236 Sacramento Avenue,1
14409020100,4518 SAN FRANCISCO AV,63115,1,1,1110,N,2760,Single-family residence,1,4519 Lexington Avenue,1
13704000200,4400 ST FERDINAND AV,63113,1,0,6913,N,0,Religious-related building (?),1,4438 N Market Street,1
13704000190,4404 ST FERDINAND AV,63113,1,2,1120,N,910,Two-family (duplex/flat),2,4438 N Market Street,1
13705000240,4411 ST FERDINAND AV,63113,1,1,1110,N,1240,Single-family residence,1,4438 N Market Street,1
13704000150,4412 ST FERDINAND AV,63113,1,1,1110,N,290,Single-family residence,1,4438 N Market Street,1
13704000120,4418 ST FERDINAND AV,63113,1,1,1110,N,780,Single-family residence,1,4438 N Market Street,1
13705000265,4421 ST FERDINAND AV,63113,1,1,1110,N,3010,Single-family residence,1,4438 N Market Street,1
13704000100,4428 ST FERDINAND AV,63113,1,1,1110,N,3600,Single-family residence,1,4438 N Market Street,1
13705000290,4429 ST FERDINAND AV,63113,1,1,1110,N,1780,Single-family residence,1,4438 N Market Street,1
13704000090,4432 ST FERDINAND AV,63113,1,1,1110,N,290,Single-family residence,1,4438 N Market Street,1
13705000330,4443 ST FERDINAND AV,63113,1,3,1130,N,3710,Three-family,3,4438 N Market Street,1
13704000045,4444 ST FERDINAND AV,63113,1,1,1110,N,9980,Single-family residence,1,4438 N Market Street,1
13704000025,4448 ST FERDINAND AV,63113,1,1,1110,N,3620,Single-family residence,1,4438 N Market Street,1
13705000360,4453 ST FERDINAND AV,63113,1,1,1110,N,720,Single-family residence,1,4438 N Market Street,1
13718000805,4518 ST FERDINAND AV,63113,1,1,1110,N,1300,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13717000380,4523 ST FERDINAND AV,63113,1,2,1120,N,860,Two-family (duplex/flat),2,4565 Saint Ferdinand Avenue,1
13718000800,4524 ST FERDINAND AV,63113,1,1,1110,N,3060,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13717000390,4525 ST FERDINAND AV,63113,1,1,1110,N,1930,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13718000295,4526 ST FERDINAND AV,63113,1,1,1110,N,2100,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13717000535,4529 ST FERDINAND AV,63113,1,1,1110,N,3060,Single-family residence,1,4565 Saint Ferdinand Avenue; 4577 Cottage Avenue,2
13718000270,4534 ST FERDINAND AV,63113,1,0,1110,N,130,Single-family residence,1,4565 Saint Ferdinand Avenue,1
13718000795,4538 ST FERDINAND AV,63113,1,1,1110,N,290,Single-family residence,1,4565 Saint Ferdinand Avenue; 4577 Cottage Avenue,2
13718000230,4546 ST FERDINAND AV,63113,1,1,1110,N,3900,Single-family residence,1,4565 Saint Ferdinand Avenue; 4577 Cottage Avenue,2
